id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
481,BPL-2022,Sylhet,29-05-2010,Rajshahi Kings,Khulna Tigers,Khulna Tigers,bat,normal,0,Khulna Tigers,17,0,Shahid Afridi,Sylhet International Cricket Stadium,Gazi Sohel,Mahfuzur Rahman
482,BPL-2022,Sylhet,22-12-2010,Sylhet Strikers,Rajshahi Kings,Sylhet Strikers,bat,normal,0,Rajshahi Kings,0,9,Kamrul Islam Rabbi,Sylhet International Cricket Stadium,Masudur Rahman,Sharfuddoula
483,BPL-2022,Sylhet,13-12-2010,Barishal Bulls,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,0,5,Mustafizur Rahman,Sylhet International Cricket Stadium,Gazi Sohel,Mahfuzur Rahman
484,BPL-2022,Sylhet,23-02-2010,Rajshahi Kings,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,0,10,Mujeeb Ur Rahman,Sylhet International Cricket Stadium,Mahfuzur Rahman,Tanvir Ahmed
485,BPL-2022,Dhaka,05-10-2010,Barishal Bulls,Rangpur Riders,Rangpur Riders,bat,normal,0,Barishal Bulls,0,9,Benny Howell,Shere Bangla National Stadium,Masudur Rahman,Sharfuddoula
486,BPL-2022,Chattogram,09-07-2010,Dhaka Dominators,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Dhaka Dominators,0,3,Tamim Iqbal,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Gazi Sohel
487,BPL-2022,Barishal,25-05-2010,Khulna Tigers,Rangpur Riders,Rangpur Riders,bat,normal,0,Khulna Tigers,0,3,Mohammad Nabi,Barishal Divisional Stadium,Mahfuzur Rahman,Tanvir Ahmed
488,BPL-2022,Barishal,22-11-2010,Chattogram Challengers,Khulna Tigers,Chattogram Challengers,bat,normal,0,Khulna Tigers,31,0,Anamul Haque,Barishal Divisional Stadium,Mahfuzur Rahman,Masudur Rahman
489,BPL-2022,Sylhet,13-09-2010,Rangpur Riders,Khulna Tigers,Rangpur Riders,bat,normal,0,Khulna Tigers,0,8,Jason Roy,Sylhet International Cricket Stadium,Sharfuddoula,Tanvir Ahmed
490,BPL-2022,Dhaka,24-08-2010,Dhaka Dominators,Rajshahi Kings,Dhaka Dominators,bat,normal,0,Dhaka Dominators,70,0,Shakib Al Hasan,Shere Bangla National Stadium,Masudur Rahman,Gazi Sohel
491,BPL-2022,Rangpur,25-08-2010,Rangpur Riders,Dhaka Dominators,Rangpur Riders,field,normal,0,Rangpur Riders,0,9,Mohammad Nabi,Rangpur Cricket Garden,Mahfuzur Rahman,Tanvir Ahmed
492,BPL-2022,Rangpur,02-10-2010,Rajshahi Kings,Barishal Bulls,Barishal Bulls,field,normal,0,Barishal Bulls,100,0,Shamsur Rahman,Rangpur Cricket Garden,Masudur Rahman,Mahfuzur Rahman
493,BPL-2022,Khulna,28-01-2010,Rajshahi Kings,Dhaka Dominators,Dhaka Dominators,field,normal,0,Dhaka Dominators,2,0,Lendl Simmons,Sheikh Abu Naser Stadium,Sharfuddoula,Gazi Sohel
494,BPL-2022,Rangpur,31-03-2010,Rajshahi Kings,Barishal Bulls,Barishal Bulls,field,normal,0,Rajshahi Kings,0,5,Shamsur Rahman,Rangpur Cricket Garden,Mahfuzur Rahman,Masudur Rahman
495,BPL-2022,Sylhet,30-08-2010,Barishal Bulls,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,0,1,Mustafizur Rahman,Sylhet International Cricket Stadium,Sharfuddoula,Tanvir Ahmed
496,BPL-2022,Sylhet,20-07-2010,Sylhet Strikers,Rajshahi Kings,Sylhet Strikers,field,normal,0,Sylhet Strikers,0,7,Mohammad Mithun,Sylhet International Cricket Stadium,Mahfuzur Rahman,Masudur Rahman
497,BPL-2022,Dhaka,17-02-2010,Comilla Victorians,Chattogram Challengers,Comilla Victorians,field,normal,0,Comilla Victorians,0,1,Sunil Narine,Shere Bangla National Stadium,Sharfuddoula,Gazi Sohel
498,BPL-2022,Chattogram,24-06-2010,Sylhet Strikers,Dhaka Dominators,Sylhet Strikers,bat,normal,0,Dhaka Dominators,51,0,Najmul Hossain Shanto,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Sharfuddoula
499,BPL-2022,Rangpur,23-09-2010,Barishal Bulls,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,19,0,Sunil Narine,Rangpur Cricket Garden,Gazi Sohel,Masudur Rahman
500,BPL-2022,Dhaka,19-02-2010,Rangpur Riders,Comilla Victorians,Comilla Victorians,field,normal,0,Rangpur Riders,8,0,Imrul Kayes,Shere Bangla National Stadium,Tanvir Ahmed,Sharfuddoula
501,BPL-2022,Sylhet,30-01-2010,Chattogram Challengers,Rangpur Riders,Rangpur Riders,field,normal,0,Chattogram Challengers,0,2,Nasum Ahmed,Sylhet International Cricket Stadium,Tanvir Ahmed,Mahfuzur Rahman
502,BPL-2022,Dhaka,16-06-2010,Dhaka Dominators,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,94,0,Mushfiqur Rahim,Shere Bangla National Stadium,Mahfuzur Rahman,Sharfuddoula
503,BPL-2022,Dhaka,21-02-2010,Barishal Bulls,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Barishal Bulls,76,0,Mustafizur Rahman,Shere Bangla National Stadium,Mahfuzur Rahman,Tanvir Ahmed
504,BPL-2022,Sylhet,20-09-2010,Dhaka Dominators,Rajshahi Kings,Dhaka Dominators,field,normal,0,Dhaka Dominators,5,0,Mujeeb Ur Rahman,Sylhet International Cricket Stadium,Masudur Rahman,Gazi Sohel
505,BPL-2022,Chattogram,18-10-2010,Sylhet Strikers,Barishal Bulls,Sylhet Strikers,bat,normal,0,Barishal Bulls,1,0,Dwayne Bravo,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Tanvir Ahmed
506,BPL-2022,Chattogram,23-02-2010,Comilla Victorians,Rajshahi Kings,Comilla Victorians,bat,normal,0,Comilla Victorians,51,0,Litton Das,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Tanvir Ahmed
507,BPL-2022,Dhaka,19-10-2010,Dhaka Dominators,Comilla Victorians,Dhaka Dominators,bat,normal,0,Dhaka Dominators,0,8,Litton Das,Shere Bangla National Stadium,Mahfuzur Rahman,Masudur Rahman
508,BPL-2022,Khulna,04-05-2010,Rajshahi Kings,Barishal Bulls,Rajshahi Kings,field,normal,0,Barishal Bulls,0,4,Kamrul Islam Rabbi,Sheikh Abu Naser Stadium,Masudur Rahman,Tanvir Ahmed
509,BPL-2022,Khulna,04-08-2010,Chattogram Challengers,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Chattogram Challengers,19,0,Chris Gayle,Sheikh Abu Naser Stadium,Mahfuzur Rahman,Tanvir Ahmed
510,BPL-2022,Sylhet,01-01-2010,Khulna Tigers,Rajshahi Kings,Khulna Tigers,bat,normal,0,Khulna Tigers,0,1,Soumya Sarkar,Sylhet International Cricket Stadium,Sharfuddoula,Tanvir Ahmed
511,BPL-2022,Dhaka,04-04-2010,Rangpur Riders,Barishal Bulls,Rangpur Riders,field,normal,0,Barishal Bulls,99,0,Shoaib Malik,Shere Bangla National Stadium,Mahfuzur Rahman,Masudur Rahman
512,BPL-2022,Rangpur,30-07-2010,Rajshahi Kings,Khulna Tigers,Rajshahi Kings,field,normal,0,Khulna Tigers,49,0,Soumya Sarkar,Rangpur Cricket Garden,Tanvir Ahmed,Masudur Rahman
513,BPL-2022,Sylhet,29-08-2010,Dhaka Dominators,Barishal Bulls,Barishal Bulls,field,normal,0,Dhaka Dominators,0,1,David Miller,Sylhet International Cricket Stadium,Sharfuddoula,Masudur Rahman
514,BPL-2022,Rangpur,20-02-2010,Dhaka Dominators,Khulna Tigers,Dhaka Dominators,field,normal,0,Khulna Tigers,0,2,Anamul Haque,Rangpur Cricket Garden,Gazi Sohel,Sharfuddoula
515,BPL-2022,Khulna,25-03-2010,Sylhet Strikers,Barishal Bulls,Barishal Bulls,bat,normal,0,Sylhet Strikers,59,0,Najmul Hossain Shanto,Sheikh Abu Naser Stadium,Sharfuddoula,Masudur Rahman
516,BPL-2022,Khulna,25-03-2010,Rajshahi Kings,Chattogram Challengers,Chattogram Challengers,field,normal,0,Chattogram Challengers,0,3,Chris Gayle,Sheikh Abu Naser Stadium,Masudur Rahman,Sharfuddoula
517,BPL-2022,Chattogram,08-12-2010,Sylhet Strikers,Dhaka Dominators,Sylhet Strikers,field,normal,0,Dhaka Dominators,0,4,Najmul Hossain Shanto,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Sharfuddoula
518,BPL-2022,Dhaka,20-09-2010,Sylhet Strikers,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,81,0,Litton Das,Shere Bangla National Stadium,Masudur Rahman,Tanvir Ahmed
519,BPL-2022,Barishal,02-06-2010,Chattogram Challengers,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Dhaka Dominators,0,6,Nasum Ahmed,Barishal Divisional Stadium,Masudur Rahman,Tanvir Ahmed
520,BPL-2022,Khulna,29-04-2010,Comilla Victorians,Chattogram Challengers,Comilla Victorians,bat,normal,0,Comilla Victorians,41,0,Afif Hossain,Sheikh Abu Naser Stadium,Gazi Sohel,Sharfuddoula
521,BPL-2023,Khulna,06-03-2010,Barishal Bulls,Chattogram Challengers,Barishal Bulls,bat,normal,0,Barishal Bulls,0,10,Chris Gayle,Sheikh Abu Naser Stadium,Mahfuzur Rahman,Gazi Sohel
522,BPL-2023,Dhaka,01-09-2010,Barishal Bulls,Comilla Victorians,Barishal Bulls,field,normal,0,Barishal Bulls,0,9,Dwayne Bravo,Shere Bangla National Stadium,Sharfuddoula,Gazi Sohel
523,BPL-2023,Sylhet,23-01-2010,Rangpur Riders,Chattogram Challengers,Rangpur Riders,field,normal,0,Rangpur Riders,9,0,Benny Howell,Sylhet International Cricket Stadium,Masudur Rahman,Mahfuzur Rahman
524,BPL-2023,Barishal,26-05-2010,Chattogram Challengers,Comilla Victorians,Comilla Victorians,field,normal,0,Chattogram Challengers,92,0,Faf du Plessis,Barishal Divisional Stadium,Tanvir Ahmed,Sharfuddoula
525,BPL-2023,Barishal,19-04-2010,Comilla Victorians,Khulna Tigers,Khulna Tigers,bat,normal,0,Comilla Victorians,0,2,Anamul Haque,Barishal Divisional Stadium,Sharfuddoula,Masudur Rahman
526,BPL-2023,Rangpur,06-03-2010,Rangpur Riders,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Rangpur Riders,79,0,Shoaib Malik,Rangpur Cricket Garden,Tanvir Ahmed,Sharfuddoula
527,BPL-2023,Sylhet,28-05-2010,Barishal Bulls,Rangpur Riders,Barishal Bulls,field,normal,0,Barishal Bulls,0,1,Shamsur Rahman,Sylhet International Cricket Stadium,Masudur Rahman,Tanvir Ahmed
528,BPL-2023,Sylhet,16-10-2010,Barishal Bulls,Chattogram Challengers,Barishal Bulls,bat,normal,0,Barishal Bulls,0,10,Mehidy Hasan,Sylhet International Cricket Stadium,Masudur Rahman,Sharfuddoula
529,BPL-2023,Chattogram,21-12-2010,Chattogram Challengers,Rangpur Riders,Rangpur Riders,field,normal,0,Rangpur Riders,81,0,Chris Gayle,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Sharfuddoula
530,BPL-2023,Barishal,30-10-2010,Chattogram Challengers,Rangpur Riders,Rangpur Riders,field,normal,0,Rangpur Riders,32,0,Afif Hossain,Barishal Divisional Stadium,Gazi Sohel,Sharfuddoula
531,BPL-2023,Khulna,17-05-2010,Barishal Bulls,Rajshahi Kings,Barishal Bulls,field,normal,0,Barishal Bulls,0,7,Shamsur Rahman,Sheikh Abu Naser Stadium,Tanvir Ahmed,Sharfuddoula
532,BPL-2023,Barishal,05-07-2010,Rajshahi Kings,Barishal Bulls,Rajshahi Kings,bat,normal,0,Barishal Bulls,69,0,Soumya Sarkar,Barishal Divisional Stadium,Masudur Rahman,Tanvir Ahmed
533,BPL-2023,Rangpur,29-11-2010,Rangpur Riders,Khulna Tigers,Khulna Tigers,bat,normal,0,Khulna Tigers,42,0,Jason Roy,Rangpur Cricket Garden,Masudur Rahman,Gazi Sohel
534,BPL-2023,Chattogram,21-11-2010,Sylhet Strikers,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,7,0,Litton Das,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Gazi Sohel
535,BPL-2023,Rangpur,26-11-2010,Dhaka Dominators,Comilla Victorians,Dhaka Dominators,bat,normal,0,Comilla Victorians,0,4,Mushfiqur Rahim,Rangpur Cricket Garden,Sharfuddoula,Mahfuzur Rahman
536,BPL-2023,Sylhet,04-06-2010,Rangpur Riders,Khulna Tigers,Khulna Tigers,bat,normal,0,Rangpur Riders,64,0,Mohammad Nabi,Sylhet International Cricket Stadium,Sharfuddoula,Gazi Sohel
537,BPL-2023,Barishal,14-07-2010,Barishal Bulls,Rangpur Riders,Rangpur Riders,field,normal,0,Barishal Bulls,0,8,Shoaib Malik,Barishal Divisional Stadium,Tanvir Ahmed,Masudur Rahman
538,BPL-2023,Chattogram,30-05-2010,Rajshahi Kings,Dhaka Dominators,Dhaka Dominators,field,normal,0,Rajshahi Kings,0,8,Mujeeb Ur Rahman,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Sharfuddoula
539,BPL-2023,Chattogram,14-01-2010,Rajshahi Kings,Barishal Bulls,Rajshahi Kings,field,normal,0,Barishal Bulls,0,3,Dwayne Bravo,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Tanvir Ahmed
540,BPL-2023,Sylhet,03-02-2010,Rajshahi Kings,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Rajshahi Kings,0,9,Chris Gayle,Sylhet International Cricket Stadium,Sharfuddoula,Tanvir Ahmed
541,BPL-2023,Khulna,02-01-2010,Chattogram Challengers,Comilla Victorians,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,5,Faf du Plessis,Sheikh Abu Naser Stadium,Mahfuzur Rahman,Sharfuddoula
542,BPL-2023,Barishal,20-05-2010,Khulna Tigers,Barishal Bulls,Khulna Tigers,bat,normal,0,Khulna Tigers,0,7,Dwayne Bravo,Barishal Divisional Stadium,Sharfuddoula,Tanvir Ahmed
543,BPL-2023,Chattogram,22-11-2010,Rangpur Riders,Chattogram Challengers,Chattogram Challengers,field,normal,0,Chattogram Challengers,0,2,Chris Gayle,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Sharfuddoula
544,BPL-2023,Barishal,19-11-2010,Comilla Victorians,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Comilla Victorians,0,6,Imrul Kayes,Barishal Divisional Stadium,Sharfuddoula,Masudur Rahman
545,BPL-2023,Khulna,30-11-2010,Barishal Bulls,Comilla Victorians,Barishal Bulls,field,normal,0,Comilla Victorians,0,8,Sunil Narine,Sheikh Abu Naser Stadium,Masudur Rahman,Sharfuddoula
546,BPL-2023,Sylhet,16-05-2010,Rangpur Riders,Khulna Tigers,Khulna Tigers,field,normal,0,Rangpur Riders,0,8,Andre Russell,Sylhet International Cricket Stadium,Masudur Rahman,Sharfuddoula
547,BPL-2023,Dhaka,10-07-2010,Chattogram Challengers,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Dhaka Dominators,0,9,Chris Gayle,Shere Bangla National Stadium,Sharfuddoula,Gazi Sohel
548,BPL-2023,Barishal,09-09-2010,Khulna Tigers,Rajshahi Kings,Khulna Tigers,bat,normal,0,Rajshahi Kings,0,4,Mujeeb Ur Rahman,Barishal Divisional Stadium,Mahfuzur Rahman,Tanvir Ahmed
549,BPL-2023,Barishal,29-11-2010,Sylhet Strikers,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Dhaka Dominators,0,4,Najmul Hossain Shanto,Barishal Divisional Stadium,Sharfuddoula,Tanvir Ahmed
550,BPL-2023,Barishal,01-11-2010,Sylhet Strikers,Khulna Tigers,Sylhet Strikers,field,normal,0,Sylhet Strikers,0,10,Mohammad Mithun,Barishal Divisional Stadium,Mahfuzur Rahman,Sharfuddoula
551,BPL-2023,Barishal,01-05-2010,Sylhet Strikers,Comilla Victorians,Comilla Victorians,bat,normal,0,Comilla Victorians,0,8,Colin Munro,Barishal Divisional Stadium,Gazi Sohel,Tanvir Ahmed
552,BPL-2023,Sylhet,18-05-2010,Dhaka Dominators,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Sylhet Strikers,0,9,Mohammad Mithun,Sylhet International Cricket Stadium,Masudur Rahman,Tanvir Ahmed
553,BPL-2023,Dhaka,30-05-2010,Barishal Bulls,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,83,0,Colin Munro,Shere Bangla National Stadium,Masudur Rahman,Mahfuzur Rahman
554,BPL-2023,Sylhet,29-09-2010,Chattogram Challengers,Rajshahi Kings,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,6,Kamrul Islam Rabbi,Sylhet International Cricket Stadium,Mahfuzur Rahman,Masudur Rahman
555,BPL-2023,Chattogram,08-07-2010,Khulna Tigers,Sylhet Strikers,Khulna Tigers,bat,normal,0,Sylhet Strikers,20,0,Najmul Hossain Shanto,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Gazi Sohel
556,BPL-2023,Chattogram,02-07-2010,Dhaka Dominators,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,0,9,Colin Munro,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Tanvir Ahmed
557,BPL-2023,Barishal,15-04-2010,Sylhet Strikers,Barishal Bulls,Sylhet Strikers,field,normal,0,Barishal Bulls,86,0,Dwayne Bravo,Barishal Divisional Stadium,Mahfuzur Rahman,Tanvir Ahmed
558,BPL-2023,Chattogram,17-01-2010,Comilla Victorians,Dhaka Dominators,Comilla Victorians,field,normal,0,Dhaka Dominators,0,10,Tamim Iqbal,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Gazi Sohel
559,BPL-2023,Dhaka,07-03-2010,Comilla Victorians,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Comilla Victorians,0,8,Nasum Ahmed,Shere Bangla National Stadium,Masudur Rahman,Mahfuzur Rahman
560,BPL-2023,Rangpur,13-11-2010,Rajshahi Kings,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,23,0,Soumya Sarkar,Rangpur Cricket Garden,Sharfuddoula,Mahfuzur Rahman
561,BPL-2024,Chattogram,31-01-2010,Comilla Victorians,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,0,3,Faf du Plessis,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Gazi Sohel
562,BPL-2024,Rangpur,27-04-2010,Sylhet Strikers,Khulna Tigers,Khulna Tigers,bat,normal,0,Khulna Tigers,77,0,Colin Munro,Rangpur Cricket Garden,Masudur Rahman,Tanvir Ahmed
563,BPL-2024,Rangpur,22-05-2010,Dhaka Dominators,Comilla Victorians,Dhaka Dominators,bat,normal,0,Dhaka Dominators,0,1,Mahmudullah,Rangpur Cricket Garden,Mahfuzur Rahman,Gazi Sohel
564,BPL-2024,Barishal,14-08-2010,Khulna Tigers,Barishal Bulls,Khulna Tigers,bat,normal,0,Khulna Tigers,0,2,Shamsur Rahman,Barishal Divisional Stadium,Sharfuddoula,Tanvir Ahmed
565,BPL-2024,Chattogram,18-03-2010,Comilla Victorians,Sylhet Strikers,Comilla Victorians,field,normal,0,Sylhet Strikers,26,0,Imrul Kayes,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Sharfuddoula
566,BPL-2024,Barishal,24-05-2010,Dhaka Dominators,Comilla Victorians,Comilla Victorians,field,normal,0,Dhaka Dominators,70,0,Faf du Plessis,Barishal Divisional Stadium,Masudur Rahman,Mahfuzur Rahman
567,BPL-2024,Sylhet,29-01-2010,Rajshahi Kings,Rangpur Riders,Rangpur Riders,bat,normal,0,Rangpur Riders,0,7,Mujeeb Ur Rahman,Sylhet International Cricket Stadium,Tanvir Ahmed,Masudur Rahman
568,BPL-2024,Chattogram,08-11-2010,Sylhet Strikers,Dhaka Dominators,Sylhet Strikers,field,normal,0,Dhaka Dominators,39,0,Mushfiqur Rahim,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Masudur Rahman
569,BPL-2024,Dhaka,24-04-2010,Rangpur Riders,Chattogram Challengers,Chattogram Challengers,field,normal,0,Chattogram Challengers,0,5,Nasum Ahmed,Shere Bangla National Stadium,Mahfuzur Rahman,Tanvir Ahmed
570,BPL-2024,Rangpur,27-11-2010,Sylhet Strikers,Chattogram Challengers,Sylhet Strikers,field,normal,0,Chattogram Challengers,0,4,Afif Hossain,Rangpur Cricket Garden,Gazi Sohel,Masudur Rahman
571,BPL-2024,Rangpur,05-02-2010,Rajshahi Kings,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Sylhet Strikers,34,0,Kamrul Islam Rabbi,Rangpur Cricket Garden,Sharfuddoula,Mahfuzur Rahman
572,BPL-2024,Khulna,04-10-2010,Dhaka Dominators,Barishal Bulls,Barishal Bulls,bat,normal,0,Barishal Bulls,97,0,Mahmudullah,Sheikh Abu Naser Stadium,Tanvir Ahmed,Sharfuddoula
573,BPL-2024,Rangpur,25-09-2010,Rangpur Riders,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Rangpur Riders,89,0,Mehidy Hasan,Rangpur Cricket Garden,Sharfuddoula,Tanvir Ahmed
574,BPL-2024,Dhaka,01-10-2010,Rajshahi Kings,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,4,Kamrul Islam Rabbi,Shere Bangla National Stadium,Gazi Sohel,Sharfuddoula
575,BPL-2024,Chattogram,23-09-2010,Rajshahi Kings,Dhaka Dominators,Rajshahi Kings,bat,normal,0,Dhaka Dominators,0,7,Kamrul Islam Rabbi,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Masudur Rahman
576,BPL-2024,Sylhet,21-11-2010,Rangpur Riders,Khulna Tigers,Khulna Tigers,field,normal,0,Rangpur Riders,0,9,Yasir Ali,Sylhet International Cricket Stadium,Sharfuddoula,Gazi Sohel
577,BPL-2024,Khulna,09-05-2010,Rangpur Riders,Sylhet Strikers,Sylhet Strikers,field,normal,0,Rangpur Riders,0,7,Najmul Hossain Shanto,Sheikh Abu Naser Stadium,Sharfuddoula,Mahfuzur Rahman
578,BPL-2024,Rangpur,29-07-2010,Khulna Tigers,Rajshahi Kings,Khulna Tigers,bat,normal,0,Khulna Tigers,69,0,Shahid Afridi,Rangpur Cricket Garden,Gazi Sohel,Tanvir Ahmed
579,BPL-2024,Dhaka,29-03-2010,Rangpur Riders,Barishal Bulls,Barishal Bulls,field,normal,0,Barishal Bulls,92,0,Shamsur Rahman,Shere Bangla National Stadium,Masudur Rahman,Gazi Sohel
580,BPL-2024,Chattogram,05-08-2010,Chattogram Challengers,Khulna Tigers,Khulna Tigers,field,normal,0,Khulna Tigers,79,0,Yasir Ali,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Mahfuzur Rahman
581,BPL-2024,Rangpur,25-09-2010,Sylhet Strikers,Comilla Victorians,Sylhet Strikers,bat,normal,0,Sylhet Strikers,0,3,Faf du Plessis,Rangpur Cricket Garden,Tanvir Ahmed,Gazi Sohel
582,BPL-2024,Chattogram,25-07-2010,Khulna Tigers,Barishal Bulls,Barishal Bulls,field,normal,0,Khulna Tigers,69,0,Mustafizur Rahman,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Gazi Sohel
583,BPL-2024,Khulna,03-07-2010,Rajshahi Kings,Rangpur Riders,Rangpur Riders,field,normal,0,Rangpur Riders,0,9,Lendl Simmons,Sheikh Abu Naser Stadium,Mahfuzur Rahman,Masudur Rahman
584,BPL-2024,Dhaka,07-02-2010,Comilla Victorians,Sylhet Strikers,Comilla Victorians,field,normal,0,Comilla Victorians,87,0,Sunil Narine,Shere Bangla National Stadium,Masudur Rahman,Sharfuddoula
585,BPL-2024,Barishal,30-07-2010,Barishal Bulls,Khulna Tigers,Khulna Tigers,field,normal,0,Barishal Bulls,83,0,David Miller,Barishal Divisional Stadium,Masudur Rahman,Mahfuzur Rahman
586,BPL-2024,Sylhet,22-12-2010,Khulna Tigers,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Khulna Tigers,20,0,Anamul Haque,Sylhet International Cricket Stadium,Sharfuddoula,Tanvir Ahmed
587,BPL-2024,Sylhet,09-04-2010,Chattogram Challengers,Khulna Tigers,Khulna Tigers,bat,normal,0,Chattogram Challengers,11,0,Shahid Afridi,Sylhet International Cricket Stadium,Masudur Rahman,Tanvir Ahmed
588,BPL-2024,Sylhet,20-04-2010,Comilla Victorians,Rajshahi Kings,Comilla Victorians,field,normal,0,Comilla Victorians,0,7,Sunil Narine,Sylhet International Cricket Stadium,Tanvir Ahmed,Masudur Rahman
589,BPL-2024,Sylhet,06-09-2010,Dhaka Dominators,Comilla Victorians,Comilla Victorians,field,normal,0,Dhaka Dominators,0,2,Sunil Narine,Sylhet International Cricket Stadium,Tanvir Ahmed,Masudur Rahman
590,BPL-2024,Sylhet,15-04-2010,Rangpur Riders,Comilla Victorians,Comilla Victorians,bat,normal,0,Comilla Victorians,0,3,Jason Roy,Sylhet International Cricket Stadium,Mahfuzur Rahman,Sharfuddoula
591,BPL-2024,Barishal,23-08-2010,Rajshahi Kings,Chattogram Challengers,Rajshahi Kings,bat,normal,0,Chattogram Challengers,32,0,Mujeeb Ur Rahman,Barishal Divisional Stadium,Masudur Rahman,Gazi Sohel
592,BPL-2024,Khulna,26-12-2010,Sylhet Strikers,Comilla Victorians,Sylhet Strikers,field,normal,0,Comilla Victorians,51,0,Mohammad Mithun,Sheikh Abu Naser Stadium,Sharfuddoula,Masudur Rahman
593,BPL-2024,Dhaka,08-05-2010,Rangpur Riders,Chattogram Challengers,Rangpur Riders,field,normal,0,Rangpur Riders,0,7,Benny Howell,Shere Bangla National Stadium,Mahfuzur Rahman,Sharfuddoula
594,BPL-2024,Dhaka,24-10-2010,Chattogram Challengers,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Chattogram Challengers,0,2,Mushfiqur Rahim,Shere Bangla National Stadium,Mahfuzur Rahman,Sharfuddoula
595,BPL-2024,Chattogram,26-07-2010,Comilla Victorians,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Comilla Victorians,91,0,Litton Das,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Tanvir Ahmed
596,BPL-2024,Dhaka,24-07-2010,Comilla Victorians,Chattogram Challengers,Comilla Victorians,field,normal,0,Chattogram Challengers,0,7,Imrul Kayes,Shere Bangla National Stadium,Sharfuddoula,Masudur Rahman
597,BPL-2024,Khulna,25-03-2010,Rajshahi Kings,Comilla Victorians,Rajshahi Kings,bat,normal,0,Rajshahi Kings,2,0,Kamrul Islam Rabbi,Sheikh Abu Naser Stadium,Tanvir Ahmed,Masudur Rahman
598,BPL-2024,Sylhet,27-03-2010,Comilla Victorians,Khulna Tigers,Khulna Tigers,field,normal,0,Comilla Victorians,72,0,Litton Das,Sylhet International Cricket Stadium,Gazi Sohel,Sharfuddoula
599,BPL-2024,Sylhet,29-05-2010,Sylhet Strikers,Khulna Tigers,Khulna Tigers,field,normal,0,Sylhet Strikers,0,7,Colin Munro,Sylhet International Cricket Stadium,Mahfuzur Rahman,Sharfuddoula
600,BPL-2024,Rangpur,09-04-2010,Sylhet Strikers,Barishal Bulls,Sylhet Strikers,bat,normal,0,Sylhet Strikers,0,9,David Miller,Rangpur Cricket Garden,Mahfuzur Rahman,Sharfuddoula
